side,id,golpe_real,golpe_prob,verdict,classe_binaria,tipo,urgencia,pede_pix,latency_ms,tokens_in,tokens_out,cost_usd,model,recv_s
python,499,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,1261.2728000094648,331,43,0.00011074,deepseek-flash,70.983896
python,500,0,0.0,ok,TN,pessoal,0.0,0.0,850.1977999985684,310,38,0.00010276,deepseek-flash,70.78836
python,501,0,0.02,ok,TN,pessoal,0.0,0.0,980.3007000009528,323,38,0.0001064,deepseek-flash,71.008184
python,502,1,0.98,golpe,TP,boleto_falso,2.0,0.97,1020.2488000068116,335,39,0.00011018000000000002,deepseek-flash,71.050726
python,503,0,0.02,ok,TN,pessoal,0.0,0.0,1860.445999991498,314,38,0.00010388,deepseek-flash,72.163016
python,504,0,0.02,ok,TN,pessoal,0.0,0.0,1625.2395000046818,312,38,0.00010332000000000002,deepseek-flash,72.162984
python,505,0,0.0,ok,TN,pessoal,0.0,0.0,1539.6003000059864,310,38,0.00010276,deepseek-flash,72.163045
python,506,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1286.0237999993842,320,43,0.00010766,deepseek-flash,72.074507
python,507,0,0.02,ok,TN,pessoal,0.0,0.0,1274.0635000081966,312,38,0.00010332000000000002,deepseek-flash,72.162934
python,508,0,0.05,ok,TN,pessoal,0.0,0.0,1181.6057999967595,317,38,0.00010472,deepseek-flash,72.166959
python,509,0,0.05,ok,TN,pessoal,0.0,0.0,1158.9112999936333,322,38,0.00010612,deepseek-flash,72.167036
python,510,1,0.95,golpe,TP,boleto_falso,2.0,0.98,1116.6174999962095,332,39,0.00010934,deepseek-flash,72.213597
python,511,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1052.0838999946136,308,43,0.0001043,deepseek-flash,73.215181
python,512,0,0.02,ok,TN,pessoal,0.0,0.0,1388.0937000067206,314,38,0.00010388,deepseek-flash,73.551841
python,513,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1079.0719999931753,322,43,0.00010822,deepseek-flash,73.243007
python,514,0,0.05,ok,TN,pessoal,0.0,0.0,1100.67749999871,313,38,0.00010360000000000002,deepseek-flash,73.264997
python,515,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,968.3243000035872,330,43,0.00011046,deepseek-flash,73.133341
python,516,1,0.98,golpe,TP,outro,1.0,0.99,847.5982999952976,338,37,0.00011018000000000002,deepseek-flash,73.014623
python,517,0,0.0,ok,TN,pessoal,0.0,0.0,983.6164000007556,323,38,0.0001064,deepseek-flash,73.213343
python,518,0,0.0,ok,TN,pessoal,0.0,0.0,1034.9196000024676,310,38,0.00010276,deepseek-flash,73.272503
python,519,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1436.3008999935118,317,43,0.00010682,deepseek-flash,74.451155
python,520,1,0.97,golpe,TP,troca_numero,1.0,0.99,959.6527999965474,359,39,0.0001169,deepseek-flash,74.092775
python,521,0,0.02,ok,TN,pessoal,0.0,0.0,1198.040300005232,314,38,0.00010388,deepseek-flash,74.41173
python,522,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1185.9681000059936,308,43,0.0001043,deepseek-flash,74.401637
python,523,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1098.7970999995014,315,43,0.00010626,deepseek-flash,74.342008
python,524,0,0.02,ok,TN,pessoal,0.0,0.0,1091.2733000004664,314,38,0.00010388,deepseek-flash,74.356219
python,525,0,0.05,ok,TN,pessoal,0.0,0.0,1141.4274999988263,321,38,0.00010584000000000002,deepseek-flash,74.414114
python,526,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,986.4154000097188,320,43,0.00010766,deepseek-flash,74.538087
python,527,0,0.05,ok,TN,pessoal,1.0,0.0,963.4749999968336,317,38,0.00010472,deepseek-flash,75.057283
python,528,0,0.02,ok,TN,pessoal,0.0,0.0,1062.4291999993147,313,38,0.00010360000000000002,deepseek-flash,75.434339
python,529,1,0.95,golpe,TP,falsa_central,2.0,0.95,1074.508399993647,346,39,0.00011326,deepseek-flash,75.446964
python,530,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,956.9407000089996,320,43,0.00010766,deepseek-flash,75.360528
python,531,0,0.05,ok,TN,pessoal,0.0,0.0,1403.6712999950396,313,38,0.00010360000000000002,deepseek-flash,75.816846
python,532,0,0.15,ok,TN,cobranca_legitima,1.0,0.9,1204.9493000085931,323,43,0.0001085,deepseek-flash,75.619376
python,533,0,0.02,ok,TN,pessoal,0.0,0.0,1073.848400003044,323,38,0.0001064,deepseek-flash,75.525276
python,534,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1128.34660000226,325,43,0.00010906000000000002,deepseek-flash,75.667017
python,535,0,0.02,ok,TN,pessoal,0.0,0.0,953.3338000037476,314,38,0.00010388,deepseek-flash,76.010613
python,536,0,0.0,ok,TN,pessoal,0.0,0.0,1157.3815000010654,310,38,0.00010276,deepseek-flash,76.518218
python,537,0,0.02,ok,TN,pessoal,0.0,0.0,1170.323999991524,317,38,0.00010472,deepseek-flash,76.605399
python,538,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1058.5062000027392,343,43,0.0001141,deepseek-flash,76.506317
python,539,0,0.15,ok,TN,cobranca_legitima,0.0,0.05,1022.16330000374,320,43,0.00010766,deepseek-flash,76.548094
python,540,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1103.2746999990195,323,43,0.0001085,deepseek-flash,76.75342
python,541,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1006.880999993882,331,43,0.00011074,deepseek-flash,76.719882
python,542,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1000.6150999979582,326,43,0.00010934000000000002,deepseek-flash,76.816421
python,543,0,0.0,ok,TN,pessoal,0.0,0.0,1265.9378999960609,322,38,0.00010612,deepseek-flash,77.277445
python,544,1,0.95,golpe,TP,troca_numero,1.0,0.98,1058.8204999949085,356,39,0.00011606,deepseek-flash,77.565743
python,545,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1178.7277999974322,331,43,0.00011074,deepseek-flash,77.69739
python,546,0,0.05,ok,TN,pessoal,0.0,0.0,1102.5579999986803,322,38,0.00010612,deepseek-flash,77.650603
python,547,0,0.02,ok,TN,pessoal,0.0,0.0,1328.7926000048174,323,38,0.0001064,deepseek-flash,77.934633
python,548,0,0.02,ok,TN,pessoal,0.0,0.0,1213.5114000120666,312,38,0.00010332000000000002,deepseek-flash,77.933663
python,549,0,0.05,ok,TN,pessoal,0.0,0.0,1183.4278000023917,321,38,0.00010584000000000002,deepseek-flash,77.938517
python,550,0,0.0,ok,TN,pessoal,0.0,0.0,1119.1251999989618,322,38,0.00010612,deepseek-flash,77.936996
python,551,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,985.7192000054056,334,43,0.00011158,deepseek-flash,78.263621
python,552,1,0.97,golpe,TP,pix_errado,2.0,0.95,1266.2474000098882,333,40,0.00011004,deepseek-flash,78.871798
python,553,0,0.0,ok,TN,pessoal,0.0,0.0,1629.7054000024218,310,38,0.00010276,deepseek-flash,79.311228
python,554,0,0.05,ok,TN,pessoal,0.0,0.0,1562.6215000083905,315,38,0.00010416,deepseek-flash,79.323444
python,555,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1049.0876999974716,310,43,0.00010486,deepseek-flash,78.984
python,556,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1187.8291000030003,312,43,0.00010542000000000002,deepseek-flash,79.123264
python,557,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1382.9208000097424,330,43,0.00011046,deepseek-flash,79.31996
python,558,0,0.05,ok,TN,pessoal,0.0,0.0,1380.442599998787,315,38,0.00010416,deepseek-flash,79.318844
python,559,0,0.05,ok,TN,outro,0.0,0.0,1059.7529000078794,314,37,0.00010346,deepseek-flash,79.323531
python,560,0,0.05,ok,TN,outro,0.0,0.6,1017.8274999925634,333,37,0.00010878,deepseek-flash,79.890761
python,561,0,0.02,ok,TN,pessoal,0.0,0.05,1416.887500003213,322,38,0.00010612,deepseek-flash,80.464663
python,562,0,0.05,ok,TN,pessoal,0.0,0.0,1159.2835000046762,312,38,0.00010332000000000002,deepseek-flash,80.298858
python,563,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,896.0221000015736,322,43,0.00010822,deepseek-flash,80.215444
python,564,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,976.4087999938056,308,43,0.0001043,deepseek-flash,80.296214
python,565,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1121.402799995849,325,43,0.00010906000000000002,deepseek-flash,80.443165
python,566,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1069.3399000010686,315,43,0.00010626,deepseek-flash,80.391859
python,567,0,0.0,ok,TN,pessoal,0.0,0.0,1012.4892000021646,310,38,0.00010276,deepseek-flash,80.33697
python,568,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1070.2954000007594,323,43,0.0001085,deepseek-flash,80.961256
python,569,0,0.05,ok,TN,pessoal,0.0,0.0,1041.119500005152,312,38,0.00010332000000000002,deepseek-flash,81.257168
python,570,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1009.64470001054,317,43,0.00010682,deepseek-flash,81.306646
python,571,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1176.5307000023313,306,43,0.00010374,deepseek-flash,81.476387
python,572,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,980.7446999911916,315,43,0.00010626,deepseek-flash,81.317728
python,573,0,0.02,ok,TN,pessoal,0.0,0.0,1103.0853999982355,313,38,0.00010360000000000002,deepseek-flash,81.495385
python,574,0,0.05,ok,TN,outro,0.0,0.6,1190.54270000197,330,37,0.00010794,deepseek-flash,81.63443
python,575,1,0.95,golpe,TP,troca_numero,2.0,0.98,1203.0183000024408,339,39,0.00011130000000000002,deepseek-flash,81.668276
python,576,0,0.02,ok,TN,pessoal,0.0,0.0,1029.220800002804,314,38,0.00010388,deepseek-flash,81.990793
python,577,0,0.35,ok,TN,cobranca_legitima,1.0,0.8,1050.3839000011794,322,43,0.00010822,deepseek-flash,82.308228
python,578,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1137.8878999967128,317,43,0.00010682,deepseek-flash,82.445145
python,579,0,0.02,ok,TN,pessoal,0.0,0.0,1239.5859000098426,323,38,0.0001064,deepseek-flash,82.558219
python,580,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1150.0113000074634,338,43,0.00011270000000000002,deepseek-flash,82.626892
python,581,0,0.05,ok,TN,outro,0.0,0.0,1021.4228999975604,316,37,0.00010402,deepseek-flash,82.517679
python,582,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1309.518100009882,320,43,0.00010766,deepseek-flash,82.943823
python,583,0,0.05,ok,TN,pessoal,0.0,0.0,977.8691999963484,312,38,0.00010332000000000002,deepseek-flash,82.646552
python,584,0,0.05,ok,TN,outro,0.0,0.0,1092.2137000015937,312,37,0.00010290000000000002,deepseek-flash,83.11407
python,585,0,0.05,ok,TN,pessoal,0.0,0.0,1140.0045000045793,321,38,0.00010584000000000002,deepseek-flash,83.447707
python,586,0,0.02,ok,TN,pessoal,0.0,0.0,1168.3731000084665,314,38,0.00010388,deepseek-flash,83.61345
python,587,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,972.6885999989464,321,43,0.00010794,deepseek-flash,83.490637
python,588,0,0.02,ok,TN,pessoal,0.0,0.0,1157.1172999974806,314,38,0.00010388,deepseek-flash,83.71571
python,589,0,0.02,ok,TN,pessoal,0.0,0.0,1012.2655000013764,323,38,0.0001064,deepseek-flash,83.639116
python,590,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,926.9657000113511,315,43,0.00010626,deepseek-flash,83.573843
python,591,0,0.02,ok,TN,pessoal,0.0,0.0,967.062399999122,312,38,0.00010332000000000002,deepseek-flash,83.91134
python,592,0,0.05,ok,TN,pessoal,0.0,0.0,1149.765399997705,315,38,0.00010416,deepseek-flash,84.263693
python,593,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1133.2887000025949,320,43,0.00010766,deepseek-flash,84.581527
python,594,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1049.6362000121735,312,43,0.00010542000000000002,deepseek-flash,84.540529
python,595,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,864.4501999951899,329,43,0.00011018,deepseek-flash,84.438279
python,596,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,817.405099995085,338,43,0.00011270000000000002,deepseek-flash,84.431193
python,597,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1110.9110999968834,331,43,0.00011074,deepseek-flash,84.750693
python,598,0,0.05,ok,TN,pessoal,0.0,0.0,1078.0262999905972,313,38,0.00010360000000000002,deepseek-flash,84.793871
python,599,0,0.05,ok,TN,pessoal,0.0,0.0,1378.3762000093702,313,38,0.00010360000000000002,deepseek-flash,85.290126
python,600,0,0.05,ok,TN,pessoal,0.0,0.1,987.9591000062646,322,38,0.00010612,deepseek-flash,85.251946
python,601,0,0.02,ok,TN,pessoal,0.0,0.0,959.6985999960452,314,38,0.00010388,deepseek-flash,85.39174
python,602,0,0.02,ok,TN,pessoal,0.0,0.0,1149.8453000094742,313,38,0.00010360000000000002,deepseek-flash,85.58878
python,603,0,0.0,ok,TN,pessoal,0.0,0.0,1230.0327999982983,321,38,0.00010584000000000002,deepseek-flash,85.771129
python,604,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1181.7351000063354,316,43,0.00010654,deepseek-flash,85.764025
python,605,0,0.05,ok,TN,pessoal,0.0,0.0,1192.9558999981964,322,38,0.00010612,deepseek-flash,85.944192
python,606,0,0.05,ok,TN,pessoal,0.0,0.0,1004.3246999994152,322,38,0.00010612,deepseek-flash,85.7989
python,607,0,0.05,ok,TN,pessoal,0.0,0.0,1017.3693999968236,321,38,0.00010584000000000002,deepseek-flash,86.270256
python,608,0,0.02,ok,TN,pessoal,0.0,0.0,725.0002000073437,315,38,0.00010416,deepseek-flash,86.015845
python,609,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,878.7435999984154,317,43,0.00010682,deepseek-flash,86.270704
python,610,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1085.869599992293,315,43,0.00010626,deepseek-flash,86.675567
python,611,0,0.0,ok,TN,pessoal,0.0,0.0,1176.224099996034,321,38,0.00010584000000000002,deepseek-flash,86.940582
python,612,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,842.9329999926267,314,43,0.00010598,deepseek-flash,86.614789
python,613,0,0.0,ok,TN,pessoal,0.0,0.0,955.8894999936456,321,38,0.00010584000000000002,deepseek-flash,86.75558
python,614,1,0.97,golpe,TP,boleto_falso,2.0,0.98,1111.1767000111286,332,39,0.00010934,deepseek-flash,87.055343
python,615,0,0.02,ok,TN,pessoal,0.0,0.0,1146.3938999950187,313,38,0.00010360000000000002,deepseek-flash,87.162417
python,616,0,0.02,ok,TN,pessoal,0.0,0.05,996.8662999890512,322,38,0.00010612,deepseek-flash,87.26809
python,617,0,0.0,ok,TN,pessoal,0.0,0.0,992.1543000091332,315,38,0.00010416,deepseek-flash,87.264788
python,618,0,0.05,ok,TN,pessoal,0.0,0.0,1094.8377999884542,321,38,0.00010584000000000002,deepseek-flash,87.709651
python,619,1,0.98,golpe,TP,falsa_central,2.0,0.97,1309.199199997238,346,39,0.00011326,deepseek-flash,87.984897
python,620,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1165.4942000022857,315,43,0.00010626,deepseek-flash,87.920941
python,621,0,0.05,ok,TN,pessoal,1.0,0.0,870.9457999939332,317,38,0.00010472,deepseek-flash,87.81212
python,622,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1088.997599988943,331,43,0.00011074,deepseek-flash,88.144906
python,623,0,0.0,ok,TN,pessoal,0.0,0.0,1091.4216999954078,321,38,0.00010584000000000002,deepseek-flash,88.254082
python,624,0,0.05,ok,TN,pessoal,0.0,0.0,1138.537400009227,313,38,0.00010360000000000002,deepseek-flash,88.404581
python,625,0,0.05,ok,TN,pessoal,1.0,0.0,1126.5463000017917,317,38,0.00010472,deepseek-flash,88.394854
python,626,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1265.581800005748,316,43,0.00010654,deepseek-flash,88.975822
python,627,0,0.05,ok,TN,pessoal,0.0,0.1,1100.3721999877598,321,38,0.00010584000000000002,deepseek-flash,88.912898
python,628,0,0.0,ok,TN,pessoal,0.0,0.0,1221.2202999944566,315,38,0.00010416,deepseek-flash,89.143129
python,629,0,0.05,ok,TN,pessoal,0.0,0.0,1073.531500005629,322,38,0.00010612,deepseek-flash,89.059353
python,630,0,0.0,ok,TN,pessoal,0.0,0.0,1137.3294000077294,321,38,0.00010584000000000002,deepseek-flash,89.312978
python,631,0,0.02,ok,TN,pessoal,0.0,0.0,991.684399996302,324,38,0.00010668000000000002,deepseek-flash,89.277447
python,632,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1010.7192000141368,326,43,0.00010934000000000002,deepseek-flash,89.413056
python,633,0,0.05,ok,TN,pessoal,0.0,0.0,1254.424700004165,314,38,0.00010388,deepseek-flash,89.658104
python,634,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1356.481700000586,310,43,0.00010486,deepseek-flash,90.270033
python,635,0,0.05,ok,TN,pessoal,0.0,0.1,1290.0342000066305,321,38,0.00010584000000000002,deepseek-flash,90.266429
python,636,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1205.8490000054007,338,43,0.00011270000000000002,deepseek-flash,90.266081
python,637,0,0.05,ok,TN,pessoal,0.0,0.0,1227.0972999976948,321,38,0.00010584000000000002,deepseek-flash,90.370856
python,638,0,0.0,ok,TN,pessoal,0.0,0.0,1302.825100006885,322,38,0.00010612,deepseek-flash,90.580875
python,639,0,0.0,ok,TN,pessoal,0.0,0.0,1230.8623999997508,315,38,0.00010416,deepseek-flash,90.544859
python,640,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1059.5158000069205,346,43,0.00011494,deepseek-flash,90.473174
python,641,1,0.98,golpe,TP,outro,2.0,0.95,1219.6421999979066,337,37,0.00010990000000000002,deepseek-flash,90.878169
python,642,0,0.0,ok,TN,pessoal,0.0,0.0,959.2218000034336,323,38,0.0001064,deepseek-flash,91.225934
python,643,0,0.05,ok,TN,pessoal,0.0,0.0,1072.9303999978583,321,38,0.00010584000000000002,deepseek-flash,91.341061
python,644,0,0.0,ok,TN,pessoal,0.0,0.0,1067.6782000082312,315,38,0.00010416,deepseek-flash,91.338012
python,645,0,0.05,ok,TN,pessoal,0.0,0.0,1173.4156999882543,314,38,0.00010388,deepseek-flash,91.544896
python,646,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1097.9237999999896,312,43,0.00010542000000000002,deepseek-flash,91.571547
python,647,0,0.05,ok,TN,pessoal,0.0,0.0,959.6591999870724,313,38,0.00010360000000000002,deepseek-flash,91.505074
python,648,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,994.3319000012708,313,43,0.00010570000000000002,deepseek-flash,91.575665
python,649,0,0.05,ok,TN,outro,0.0,0.0,1054.6464000071865,314,37,0.00010346,deepseek-flash,91.933176
python,650,0,0.02,ok,TN,pessoal,0.0,0.0,971.6864000074564,314,38,0.00010388,deepseek-flash,92.213027
python,651,0,0.02,ok,TN,pessoal,0.0,0.0,931.4517000020714,317,38,0.00010472,deepseek-flash,92.269829
python,652,0,0.02,ok,TN,pessoal,0.0,0.0,1174.741399998311,314,38,0.00010388,deepseek-flash,92.515509
python,653,0,0.02,ok,TN,pessoal,0.0,0.0,965.4298999957972,312,38,0.00010332000000000002,deepseek-flash,92.470536
python,654,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1022.1489999967162,321,43,0.00010794,deepseek-flash,92.567521
python,655,0,0.02,ok,TN,pessoal,0.0,0.0,880.7862999965437,314,38,0.00010388,deepseek-flash,92.453428
python,656,0,0.02,ok,TN,pessoal,0.0,0.0,993.2023000001208,324,38,0.00010668000000000002,deepseek-flash,92.569223
python,657,0,0.0,ok,TN,pessoal,0.0,0.0,827.519200000097,310,38,0.00010276,deepseek-flash,92.7617
python,658,0,0.05,ok,TN,pessoal,1.0,0.0,1066.860100007034,317,38,0.00010472,deepseek-flash,93.280753
python,659,0,0.02,ok,TN,pessoal,0.0,0.0,1014.9201000022005,324,38,0.00010668000000000002,deepseek-flash,93.285618
python,660,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1228.3822999888798,322,43,0.00010822,deepseek-flash,93.681948
python,661,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,998.8128999975744,315,43,0.00010626,deepseek-flash,93.470298
python,662,0,0.05,ok,TN,outro,0.0,0.0,1158.450199989602,318,37,0.00010458,deepseek-flash,93.674438
python,663,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1018.1059000024106,322,43,0.00010822,deepseek-flash,93.586093
python,664,1,0.95,golpe,TP,troca_numero,2.0,0.98,1228.5701999935554,349,39,0.00011410000000000002,deepseek-flash,93.79863
python,665,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,880.7794000022113,320,43,0.00010766,deepseek-flash,93.642952
python,666,0,0.05,ok,TN,outro,0.0,0.0,919.3140999996104,314,37,0.00010346,deepseek-flash,94.200287
python,667,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1008.5983999888412,324,43,0.00010878,deepseek-flash,94.294287
python,668,1,0.99,golpe,TP,premio,2.0,0.99,901.5037999924972,346,38,0.00011284,deepseek-flash,94.371766
python,669,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1079.3613999994704,315,43,0.00010626,deepseek-flash,94.666133
python,670,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1228.1483999977354,308,43,0.0001043,deepseek-flash,94.871777
python,671,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,846.7456000071252,312,43,0.00010542000000000002,deepseek-flash,94.521433
python,672,0,0.02,ok,TN,pessoal,0.0,0.0,853.5647000098834,312,38,0.00010332000000000002,deepseek-flash,94.537177
python,673,0,0.05,ok,TN,pessoal,0.0,0.1,985.671199989156,322,38,0.00010612,deepseek-flash,94.78517
python,674,0,0.02,ok,TN,pessoal,0.0,0.0,1170.064200006891,324,38,0.00010668000000000002,deepseek-flash,95.390759
python,675,0,0.0,ok,TN,pessoal,0.0,0.0,1030.019199999515,310,38,0.00010276,deepseek-flash,95.32489
python,676,0,0.02,ok,TN,pessoal,0.0,0.0,1119.8471000097925,314,38,0.00010388,deepseek-flash,95.492658
python,677,0,0.05,ok,TN,pessoal,0.0,0.0,1075.9394000051543,314,38,0.00010388,deepseek-flash,95.610733
python,678,0,0.02,ok,TN,pessoal,0.0,0.0,1076.2930999917444,323,38,0.0001064,deepseek-flash,95.612366
python,679,0,0.05,ok,TN,pessoal,0.0,0.0,970.7414000004064,321,38,0.00010584000000000002,deepseek-flash,95.63752
python,680,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1024.8970999964513,313,43,0.00010570000000000002,deepseek-flash,95.8107
python,681,0,0.0,ok,TN,pessoal,0.0,0.0,920.4592000023696,315,38,0.00010416,deepseek-flash,95.792765
python,682,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1011.7034000140848,320,43,0.00010766,deepseek-flash,96.337249
python,683,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1130.576799987466,326,43,0.00010934000000000002,deepseek-flash,96.521197
python,684,0,0.05,ok,TN,pessoal,0.0,0.0,1150.7973999978276,317,38,0.00010472,deepseek-flash,96.643488
python,685,0,0.05,ok,TN,pessoal,0.0,0.0,1009.4970000063768,321,38,0.00010584000000000002,deepseek-flash,96.620519
python,686,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,934.6351999993204,312,43,0.00010542000000000002,deepseek-flash,96.547498
python,687,0,0.15,ok,TN,cobranca_legitima,1.0,0.6,980.1118000032149,327,43,0.00010962,deepseek-flash,96.618078
python,688,0,0.02,ok,TN,pessoal,0.0,0.0,1063.4319999953732,313,38,0.00010360000000000002,deepseek-flash,96.856922
python,689,0,0.02,ok,TN,pessoal,0.0,0.0,1087.652000001981,323,38,0.0001064,deepseek-flash,96.898744
python,690,1,0.97,golpe,TP,troca_numero,2.0,0.98,1164.5146000082605,354,39,0.0001155,deepseek-flash,97.502575
python,691,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1226.7474999971455,339,43,0.00011298000000000002,deepseek-flash,97.749205
python,692,0,0.05,ok,TN,outro,0.0,0.0,1221.4271999982884,312,37,0.00010290000000000002,deepseek-flash,97.76982
python,693,0,0.0,ok,TN,pessoal,0.0,0.0,777.5420999969356,321,38,0.00010584000000000002,deepseek-flash,97.396451
python,694,0,0.02,ok,TN,pessoal,0.0,0.0,1060.8256999985315,315,38,0.00010416,deepseek-flash,97.682375
python,695,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1051.809399999911,338,43,0.00011270000000000002,deepseek-flash,97.695929
python,696,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1220.1935999910347,334,43,0.00011158,deepseek-flash,98.077397
python,697,0,0.02,ok,TN,pessoal,0.0,0.0,1163.5053000063635,314,38,0.00010388,deepseek-flash,98.062751
python,698,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1122.4481999961426,315,43,0.00010626,deepseek-flash,98.519584
python,699,0,0.05,ok,TN,outro,0.0,0.0,1283.7294000055408,312,37,0.00010290000000000002,deepseek-flash,98.786847
python,700,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1195.568199997069,338,43,0.00011270000000000002,deepseek-flash,98.878078
python,701,0,0.0,ok,TN,pessoal,0.0,0.0,1023.9093999989564,315,38,0.00010416,deepseek-flash,98.719843
python,702,0,0.02,ok,TN,pessoal,0.0,0.0,1322.5747999968007,312,38,0.00010332000000000002,deepseek-flash,99.071608
python,703,0,0.05,ok,TN,outro,0.0,0.0,992.6118000003044,314,37,0.00010346,deepseek-flash,98.762747
python,704,0,0.05,ok,TN,pessoal,0.0,0.1,954.3051999935416,322,38,0.00010612,deepseek-flash,99.017551
python,705,1,0.95,golpe,TP,falsa_central,2.0,0.98,1305.1891999930376,332,39,0.00010934,deepseek-flash,99.383469
python,706,0,0.0,ok,TN,pessoal,0.0,0.0,1245.2479999919888,310,38,0.00010276,deepseek-flash,99.780275
python,707,0,0.02,ok,TN,pessoal,0.0,0.0,1013.0069000006188,323,38,0.0001064,deepseek-flash,99.733689
python,708,0,0.02,ok,TN,pessoal,0.0,0.0,1095.7645000016782,317,38,0.00010472,deepseek-flash,99.858912
python,709,0,0.0,ok,TN,pessoal,0.0,0.0,1395.0909999985015,321,38,0.00010584000000000002,deepseek-flash,100.185207
python,710,1,0.98,golpe,TP,falsa_central,2.0,0.99,1276.838800011319,342,39,0.00011214,deepseek-flash,100.155312
python,711,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1339.1793000046164,325,43,0.00010906000000000002,deepseek-flash,100.357208
python,712,0,0.05,ok,TN,pessoal,1.0,0.0,1051.619899997604,317,38,0.00010472,deepseek-flash,100.123811
python,713,0,0.05,ok,TN,pessoal,0.0,0.0,1289.1151999938302,321,38,0.00010584000000000002,deepseek-flash,100.673393
python,714,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1340.271399996709,321,43,0.00010794,deepseek-flash,101.136564
python,715,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1245.107700000517,338,43,0.00011270000000000002,deepseek-flash,101.071694
python,716,0,0.05,ok,TN,outro,0.0,0.0,1460.2140999922997,316,37,0.00010402,deepseek-flash,101.381232
python,717,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1201.1179999972228,340,43,0.00011326,deepseek-flash,101.355919
python,718,0,0.02,ok,TN,pessoal,0.0,0.0,1401.1702999996487,314,38,0.00010388,deepseek-flash,101.581302
